PORT Code,SB no,SB date,Details,Current status,EGM no,ROSL,GST,Gateway,SB_Year
TUGLAKABAD ICD (INTKD6),7958295,2017/08/11,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0598055665  AARPK1504ACH001  5306450  11 AUG 2017 12:08  FIHEL  25  475  353695.5  0  33601  0  33601  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R127262708  2017-8-27 0.0.0.0  GESU5095600  399594  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXD1ZA
Invoice Number Invoice Date IGST Paid(INR)
XXXX008  2017-08-08  53730 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),7961683,2017/08/11,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0507051360  AAAFJ1721HCH058  5310153  11 AUG 2017 12:08  THBKK  1  150  187563.26  0  3751  0  3751  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  14 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T567841908  2017-8-19 0.0.0.0  CCLU6335831  398647  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXR2ZO
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXX/17  2017-08-11  53047 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  133227  2017-08-14 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),7968231,2017/08/11,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0517546981  AICPK6933ACH001  5317376  11 AUG 2017 12:08  SADMN  14  405  247603.86  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  16 AUG 2017 00:08  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R487082008  2017-8-20 0.0.0.0  BSIU2524581  398651  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXM1Z2
Invoice Number Invoice Date IGST Paid(INR)
35  2017-08-04  44565 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  137180  2017-10-18 00:00:00.0  INMUN1  ST ",2017
TUGLAKABAD ICD (INTKD6),7970037,2017/08/11,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0590022873  AAICS8856RCH001  5319329  11 AUG 2017 12:08  PLGDY  7  5710  927037.5  0  18541  0  18541  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  17 AUG 2017 00:08  Y  21843/2017  21 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
J207823108  2017-8-31 0.0.0.0  MEDU7287066  400247  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    09AXXXXXXXXE1ZL
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX020  2017-08-08  280688 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134147  2017-08-29 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),7970441,2017/08/11,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0314035087  AAACJ3309GCH001  5319773  11 AUG 2017 12:08  SNDKR  227  10727  1129229.09  0  16938  0  16938  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  18 AUG 2017 00:08  Y  21593/2017  12 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T957582308  2017-8-23 0.0.0.0  MRKU6649496  399437  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    27AXXXXXXXXN1Z4
Invoice Number Invoice Date IGST Paid(INR)
XXXXX042  2017-08-09  5030 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134794  2017-09-08 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),7971432,2017/08/11,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0503083518  AACCP0287DCH001  5320861  11 AUG 2017 12:08  FJSUV  42  1078  244576.38  0  3669  0  3669  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  16 AUG 2017 00:08  Y  21593/2017  12 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R857781808  2017-8-18 0.0.0.0  UNIU2052951  398643  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXE1ZF
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX017  2017-08-08  27598 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  133387  2017-08-16 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),7984652,2017/08/12,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0510040519  AATPS3087NCH001  5335219  12 AUG 2017 12:08  RULED  541  4695.4  901244.49  0  5978  0  5978  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  18 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R127262708  2017-8-27 0.0.0.0  HASU1199758  399248  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXP1Z5
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXX/17  2017-08-10  45056 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  133031  2017-08-10 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8018847,2017/08/15,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0514081988  AATPS3087NCH001  5372063  15 AUG 2017 12:08  SADMM  349  4100  537776.03  0  10756  0  10756  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  18 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R207802508  2017-8-25 0.0.0.0  MSKU7268433  399449  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07BXXXXXXXXH1ZS
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX004  2017-08-10  96798 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  132215  2017-07-26 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),8022473,2017/08/16,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0512062013  FHMPS1058ECH001  5375921  16 AUG 2017 12:08  UYMVD  58  1241  576334.5  0  43225  0  43225  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  17 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R807442208  2017-8-22 0.0.0.0  PCIU8179227  399508  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXH1Z4
Invoice Number Invoice Date IGST Paid(INR)
XXXX002  2017-08-02  28671 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134040  2017-08-28 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8035307,2017/08/16,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0513021612  AAGPD5694PCH001  5389841  16 AUG 2017 12:08  DOSDQ  30  730  278973.55  0  5434  0  5434  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  19 AUG 2017 00:08  Y  21843/2017  21 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R87120209  2017-9-2 0.0.0.0  TCNU7158117  401010  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXF2ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXXX06  2017-08-10  67373 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  133314  2017-08-16 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8039228,2017/08/16,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0515042064  AFYPK1878FCH001  5394090  16 AUG 2017 12:08  THBKK  8  96  42423.75  0  636  0  636  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  23 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R127262708  2017-8-27 0.0.0.0  RFCU2145800  399580  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXK1ZB
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX-18  2017-08-16  6059 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),8055596,2017/08/17,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0593058577  ADWPT4152FCH001  5411860  17 AUG 2017 12:08  BGVAR  6  9000  1275380  0  25508  0  25508  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  21 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T957582308  2017-8-23 0.0.0.0  HASU4272343  399531  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXK1ZT
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX502  2017-08-11  127960 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134051  2017-08-28 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8061134,2017/08/17,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0515042064  AFYPK1878FCH001  5417911  17 AUG 2017 12:08  CAMTR  51  637.5  245137  0  3677  0  3677  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21843/2017  21 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R87120209  2017-9-2 0.0.0.0  TGHU7862323  4001009  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXK1ZB
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX-18  2017-08-17  23380 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134474  2017-09-04 00:00:00.0  INNSA1  C ",2017
TUGLAKABAD ICD (INTKD6),8065467,2017/08/17,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0509092110  AAGPB6351DCH001  5422677  17 AUG 2017 12:08  IRBND  395  10895.91  1996650.23  0  81230  0  81230  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R577683008  2017-8-30 0.0.0.0  AXIU2216000  399584  N.A. ",Please Wait....,"GSTIN    -    07AXXXXXXXXA1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXX082  2017-07-31  14173 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  137180  2017-10-18 00:00:00.0  INMUN1  ST ",2017
TUGLAKABAD ICD (INTKD6),8065602,2017/08/17,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0599007931  AASPK7562KCH001  5422767  17 AUG 2017 12:08  EGPSD  6  166.5  173466  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  19 AUG 2017 00:08  R  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R917162708  2017-8-27 0.0.0.0  WHLU5136177  400214  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    09AXXXXXXXXG1ZF
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX004  2017-08-17  31224 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134681  2017-09-07 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8067051,2017/08/17,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0514087234  AADCC6624QCH001  5424321  17 AUG 2017 12:08  KEEMB  63  2558.97  746343.75  0  62693  0  62693  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  25 AUG 2017 00:08  Y  21843/2017  21 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1477100209  2017-9-2 0.0.0.0  FSCU9987548  401004  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXA1ZN
Invoice Number Invoice Date IGST Paid(INR)
XXXXXX-18  2017-08-01  38967 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  133949  2017-08-26 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8086454,2017/08/18,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0509006191  AADFT2787LCH001  5445293  18 AUG 2017 12:08  USNYC  46  853.3  248089.5  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  23 AUG 2017 00:08  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R917162708  2017-8-27 0.0.0.0  TCLU9275028  399574  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXJ1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX/17  2017-08-12  45043 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  133604  2017-08-19 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8090388,2017/08/18,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0507062884  AYZPP5973GCH001  5449513  18 AUG 2017 12:08  BRSSZ  55  2705  1350857  0  27017  0  27017  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R027922508  2017-8-25 0.0.0.0  TCLU9529586  003209  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    09AXXXXXXXXJ1Z6
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXX018  2017-08-10  243149 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134147  2017-08-29 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8091385,2017/08/18,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0512002835  AABCJ1595RCH001  5450610  18 AUG 2017 12:08  QADOH  156  4212  521241.75  0  15637  0  15637  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  23 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R557142608  2017-8-26 0.0.0.0  VMLU3500891  399839  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXG1ZH
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXX/17  2017-08-16  67654 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),8102896,2017/08/19,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0589053850  AATPS3087NCH001  5463111  19 AUG 2017 12:08  AEJEA  2  680  81419.04  0  1628  0  1628  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
TX187202708  2017-8-27 0.0.0.0  DRYU9598215  399569  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXM1ZZ
Invoice Number Invoice Date IGST Paid(INR)
043  2017-08-10  14655 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  137180  2017-10-18 00:00:00.0  INMUN1  ST ",2017
TUGLAKABAD ICD (INTKD6),8122393,2017/08/20,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0516515403  AHDPA0753ECH001  5484326  20 AUG 2017 12:08  GRPIR  17  1786  958973.78  0  41789  0  41789  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  26 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T917703008  2017-8-30 0.0.0.0  EMCU3961694  400391  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXR1ZB
Invoice Number Invoice Date IGST Paid(INR)
05  2017-08-05  265896 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  133611  2017-08-21 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8128641,2017/08/21,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0512072388  AHVPD5199DCH001  5491108  21 AUG 2017 12:08  ZWHRE  143  9247.2  357319.94  0  6041  0  6041  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  23643/2018  31 JAN 2018 00:01  Y ","EGM No. EGM Date Container No. Seal No. Error Message
TR5624  2018-1-11 0.0.0.0  BEAU4057547  400081  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXF1Z0
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX-18  2017-08-18  62986 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),8140525,2017/08/21,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504064754  FHMPS1058ECH001  5503987  21 AUG 2017 12:08  LKCMB  8  615  394478.8  0  7703  0  7703  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T777562908  2017-8-29 0.0.0.0  ZCSU6509680  400220  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    09AXXXXXXXXP2ZF
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX/16  2017-08-17  54751 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  131777  2017-07-19 00:00:00.0  INPAV1  L ",2017
TUGLAKABAD ICD (INTKD6),8140947,2017/08/21,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0592023052  AGYPS4804QCH001  5504396  21 AUG 2017 12:08  MYPKG  1  516.28  190025.14  0  3801  0  3801  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  21652/2017  14 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R917162708  2017-8-27 0.0.0.0  WSCU8099149  399598  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXE4ZU
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX718  2017-08-16  53456 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),8144422,2017/08/21,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0511026242  AABCC8115GCH002  5508126  21 AUG 2017 12:08  LKCMB  8  199  237937.5  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  24 AUG 2017 00:08  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T877720509  2017-9-5 0.0.0.0  TCNU9608445  401062  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    06AXXXXXXXXN1Z9
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX-18  2017-08-21  43227 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134462  2017-09-04 00:00:00.0  INNSA1  S ",2017
